Style Code,Sub-Style Code,AgeGroup,ColorMap,CountryofOrigin,DetailImage,DropshipListingTitle,Gender,Keywords,MarketplaceItemName,WebsiteLongDescription,WebsiteProductLandingPage,WebsiteProductTitle,WebsiteShortDescription,Custom Label 0,Custom Label 1,Custom Label 2,Custom Label 3,Custom Label 4,Key Features 1,Key Features 2,Key Features 3,Key Features 4,Key Features 5,Meta Description,Meta Keywords,Meta Title,Dropship Description,Dropship Short Description,Product Long Description,Product Short Description,California Prop 65 Warning Text,Color Selection,Contained Battery Type,Contains Chemical or Aerosol or Pesticide,Contains Electronic Component,Line Sheet Price,Line Sheet Product Description,Line Sheet Product Name,Line Sheet Season,Size Range
FA16023WV,FA16023WV-SMOKELEOPARD,Adult,,,FA16023WV-SMOKELEOPARD.jpg,Fashion Item,Women,"fashion item, general, fashion",Fashion Item | Fashion Collection,The fashion item offers a clean silhouette and versatile styling for multiple occasions. This product is generated from image-based attributes and can be refined with additional catalog data.,/products/fashion-item,Fashion Item | Fashion Collection,Fashion Item designed for everyday wear with a modern fashion-forward look.,,,,,,Color visible in image,Product type: Fashion Item,Fashion-forward silhouette,Suitable for styling across seasons,Image-based placeholder attributes (review before publishing),The fashion item offers a clean silhouette and versatile styling for multiple occasions. This product is generated from image-based attributes and can be r,"fashion item, general, fashion",Fashion Item | Fashion Collection,The fashion item offers a clean silhouette and versatile styling for multiple occasions. This product is generated from image-based attributes and can be refined with additional catalog data.,Fashion Item designed for everyday wear with a modern fashion-forward look.,The fashion item offers a clean silhouette and versatile styling for multiple occasions. This product is generated from image-based attributes and can be refined with additional catalog data.,Fashion Item designed for everyday wear with a modern fashion-forward look.,,,,,,,Fashion Item designed for everyday wear with a modern fashion-forward look.,Fashion Item,,
FA16023WV,FA16023WV-SMOKEYROSE,Adult,,,FA16023WV-SMOKEYROSE.jpg,Fashion Item,Women,"fashion item, general, fashion",Fashion Item | Fashion Collection,The fashion item offers a clean silhouette and versatile styling for multiple occasions. This product is generated from image-based attributes and can be refined with additional catalog data.,/products/fashion-item,Fashion Item | Fashion Collection,Fashion Item designed for everyday wear with a modern fashion-forward look.,,,,,,Color visible in image,Product type: Fashion Item,Fashion-forward silhouette,Suitable for styling across seasons,Image-based placeholder attributes (review before publishing),The fashion item offers a clean silhouette and versatile styling for multiple occasions. This product is generated from image-based attributes and can be r,"fashion item, general, fashion",Fashion Item | Fashion Collection,The fashion item offers a clean silhouette and versatile styling for multiple occasions. This product is generated from image-based attributes and can be refined with additional catalog data.,Fashion Item designed for everyday wear with a modern fashion-forward look.,The fashion item offers a clean silhouette and versatile styling for multiple occasions. This product is generated from image-based attributes and can be refined with additional catalog data.,Fashion Item designed for everyday wear with a modern fashion-forward look.,,,,,,,Fashion Item designed for everyday wear with a modern fashion-forward look.,Fashion Item,,
FA16105WV,FA16105WV-MIDNIGHTBLUE,Adult,,,FA16105WV-MIDNIGHTBLUE.jpg,Fashion Item,Women,"fashion item, general, fashion",Fashion Item | Fashion Collection,The fashion item offers a clean silhouette and versatile styling for multiple occasions. This product is generated from image-based attributes and can be refined with additional catalog data.,/products/fashion-item,Fashion Item | Fashion Collection,Fashion Item designed for everyday wear with a modern fashion-forward look.,,,,,,Color visible in image,Product type: Fashion Item,Fashion-forward silhouette,Suitable for styling across seasons,Image-based placeholder attributes (review before publishing),The fashion item offers a clean silhouette and versatile styling for multiple occasions. This product is generated from image-based attributes and can be r,"fashion item, general, fashion",Fashion Item | Fashion Collection,The fashion item offers a clean silhouette and versatile styling for multiple occasions. This product is generated from image-based attributes and can be refined with additional catalog data.,Fashion Item designed for everyday wear with a modern fashion-forward look.,The fashion item offers a clean silhouette and versatile styling for multiple occasions. This product is generated from image-based attributes and can be refined with additional catalog data.,Fashion Item designed for everyday wear with a modern fashion-forward look.,,,,,,,Fashion Item designed for everyday wear with a modern fashion-forward look.,Fashion Item,,
FA16105WV,FA16105WV-MIDNIGHTCAMO,Adult,,,FA16105WV-MIDNIGHTCAMO.jpg,Fashion Item,Women,"fashion item, general, fashion",Fashion Item | Fashion Collection,The fashion item offers a clean silhouette and versatile styling for multiple occasions. This product is generated from image-based attributes and can be refined with additional catalog data.,/products/fashion-item,Fashion Item | Fashion Collection,Fashion Item designed for everyday wear with a modern fashion-forward look.,,,,,,Color visible in image,Product type: Fashion Item,Fashion-forward silhouette,Suitable for styling across seasons,Image-based placeholder attributes (review before publishing),The fashion item offers a clean silhouette and versatile styling for multiple occasions. This product is generated from image-based attributes and can be r,"fashion item, general, fashion",Fashion Item | Fashion Collection,The fashion item offers a clean silhouette and versatile styling for multiple occasions. This product is generated from image-based attributes and can be refined with additional catalog data.,Fashion Item designed for everyday wear with a modern fashion-forward look.,The fashion item offers a clean silhouette and versatile styling for multiple occasions. This product is generated from image-based attributes and can be refined with additional catalog data.,Fashion Item designed for everyday wear with a modern fashion-forward look.,,,,,,,Fashion Item designed for everyday wear with a modern fashion-forward look.,Fashion Item,,
FB3601737,FB3601737-3219UNFORGV,Adult,,,FB3601737-3219UNFORGV.jpg,Fashion Item,Women,"fashion item, general, fashion",Fashion Item | Fashion Collection,The fashion item offers a clean silhouette and versatile styling for multiple occasions. This product is generated from image-based attributes and can be refined with additional catalog data.,/products/fashion-item,Fashion Item | Fashion Collection,Fashion Item designed for everyday wear with a modern fashion-forward look.,,,,,,Color visible in image,Product type: Fashion Item,Fashion-forward silhouette,Suitable for styling across seasons,Image-based placeholder attributes (review before publishing),The fashion item offers a clean silhouette and versatile styling for multiple occasions. This product is generated from image-based attributes and can be r,"fashion item, general, fashion",Fashion Item | Fashion Collection,The fashion item offers a clean silhouette and versatile styling for multiple occasions. This product is generated from image-based attributes and can be refined with additional catalog data.,Fashion Item designed for everyday wear with a modern fashion-forward look.,The fashion item offers a clean silhouette and versatile styling for multiple occasions. This product is generated from image-based attributes and can be refined with additional catalog data.,Fashion Item designed for everyday wear with a modern fashion-forward look.,,,,,,,Fashion Item designed for everyday wear with a modern fashion-forward look.,Fashion Item,,
FD3601033,FD3601033-3022FROZENPD,Adult,,,FD3601033-3022FROZENPD.jpg,Fashion Item,Women,"fashion item, general, fashion",Fashion Item | Fashion Collection,The fashion item offers a clean silhouette and versatile styling for multiple occasions. This product is generated from image-based attributes and can be refined with additional catalog data.,/products/fashion-item,Fashion Item | Fashion Collection,Fashion Item designed for everyday wear with a modern fashion-forward look.,,,,,,Color visible in image,Product type: Fashion Item,Fashion-forward silhouette,Suitable for styling across seasons,Image-based placeholder attributes (review before publishing),The fashion item offers a clean silhouette and versatile styling for multiple occasions. This product is generated from image-based attributes and can be r,"fashion item, general, fashion",Fashion Item | Fashion Collection,The fashion item offers a clean silhouette and versatile styling for multiple occasions. This product is generated from image-based attributes and can be refined with additional catalog data.,Fashion Item designed for everyday wear with a modern fashion-forward look.,The fashion item offers a clean silhouette and versatile styling for multiple occasions. This product is generated from image-based attributes and can be refined with additional catalog data.,Fashion Item designed for everyday wear with a modern fashion-forward look.,,,,,,,Fashion Item designed for everyday wear with a modern fashion-forward look.,Fashion Item,,
FD3601734,FD3601734-MEDBLEACH,Adult,,,FD3601734-MEDBLEACH.jpg,Fashion Item,Women,"fashion item, general, fashion",Fashion Item | Fashion Collection,The fashion item offers a clean silhouette and versatile styling for multiple occasions. This product is generated from image-based attributes and can be refined with additional catalog data.,/products/fashion-item,Fashion Item | Fashion Collection,Fashion Item designed for everyday wear with a modern fashion-forward look.,,,,,,Color visible in image,Product type: Fashion Item,Fashion-forward silhouette,Suitable for styling across seasons,Image-based placeholder attributes (review before publishing),The fashion item offers a clean silhouette and versatile styling for multiple occasions. This product is generated from image-based attributes and can be r,"fashion item, general, fashion",Fashion Item | Fashion Collection,The fashion item offers a clean silhouette and versatile styling for multiple occasions. This product is generated from image-based attributes and can be refined with additional catalog data.,Fashion Item designed for everyday wear with a modern fashion-forward look.,The fashion item offers a clean silhouette and versatile styling for multiple occasions. This product is generated from image-based attributes and can be refined with additional catalog data.,Fashion Item designed for everyday wear with a modern fashion-forward look.,,,,,,,Fashion Item designed for everyday wear with a modern fashion-forward look.,Fashion Item,,
FD9801506P,FD9801506P-BLACK,Adult,Black,,FD9801506P-BLACK.jpg,Black Fashion Item,Women,"fashion item, black, general, fashion",Black Fashion Item | Fashion Collection,The black fashion item offers a clean silhouette and versatile styling for multiple occasions. This product is generated from image-based attributes and can be refined with additional catalog data.,/products/black-fashion-item,Black Fashion Item | Fashion Collection,Black Fashion Item designed for everyday wear with a modern fashion-forward look.,,,,,,Visible color: Black,Product type: Fashion Item,Fashion-forward silhouette,Suitable for styling across seasons,Image-based placeholder attributes (review before publishing),The black fashion item offers a clean silhouette and versatile styling for multiple occasions. This product is generated from image-based attributes and ca,"fashion item, black, general, fashion",Black Fashion Item | Fashion Collection,The black fashion item offers a clean silhouette and versatile styling for multiple occasions. This product is generated from image-based attributes and can be refined with additional catalog data.,Black Fashion Item designed for everyday wear with a modern fashion-forward look.,The black fashion item offers a clean silhouette and versatile styling for multiple occasions. This product is generated from image-based attributes and can be refined with additional catalog data.,Black Fashion Item designed for everyday wear with a modern fashion-forward look.,,Black,,,,,Black Fashion Item designed for everyday wear with a modern fashion-forward look.,Black Fashion Item,,
FD9801506P,FD9801506P-BLACKBROWN,Adult,,,FD9801506P-BLACKBROWN.jpg,Fashion Item,Women,"fashion item, general, fashion",Fashion Item | Fashion Collection,The fashion item offers a clean silhouette and versatile styling for multiple occasions. This product is generated from image-based attributes and can be refined with additional catalog data.,/products/fashion-item,Fashion Item | Fashion Collection,Fashion Item designed for everyday wear with a modern fashion-forward look.,,,,,,Color visible in image,Product type: Fashion Item,Fashion-forward silhouette,Suitable for styling across seasons,Image-based placeholder attributes (review before publishing),The fashion item offers a clean silhouette and versatile styling for multiple occasions. This product is generated from image-based attributes and can be r,"fashion item, general, fashion",Fashion Item | Fashion Collection,The fashion item offers a clean silhouette and versatile styling for multiple occasions. This product is generated from image-based attributes and can be refined with additional catalog data.,Fashion Item designed for everyday wear with a modern fashion-forward look.,The fashion item offers a clean silhouette and versatile styling for multiple occasions. This product is generated from image-based attributes and can be refined with additional catalog data.,Fashion Item designed for everyday wear with a modern fashion-forward look.,,,,,,,Fashion Item designed for everyday wear with a modern fashion-forward look.,Fashion Item,,
FD9801506P,FD9801506P-CHERRY,Adult,Cherry,,FD9801506P-CHERRY.jpg,Cherry Fashion Item,Women,"fashion item, cherry, general, fashion",Cherry Fashion Item | Fashion Collection,The cherry fashion item offers a clean silhouette and versatile styling for multiple occasions. This product is generated from image-based attributes and can be refined with additional catalog data.,/products/cherry-fashion-item,Cherry Fashion Item | Fashion Collection,Cherry Fashion Item designed for everyday wear with a modern fashion-forward look.,,,,,,Visible color: Cherry,Product type: Fashion Item,Fashion-forward silhouette,Suitable for styling across seasons,Image-based placeholder attributes (review before publishing),The cherry fashion item offers a clean silhouette and versatile styling for multiple occasions. This product is generated from image-based attributes and c,"fashion item, cherry, general, fashion",Cherry Fashion Item | Fashion Collection,The cherry fashion item offers a clean silhouette and versatile styling for multiple occasions. This product is generated from image-based attributes and can be refined with additional catalog data.,Cherry Fashion Item designed for everyday wear with a modern fashion-forward look.,The cherry fashion item offers a clean silhouette and versatile styling for multiple occasions. This product is generated from image-based attributes and can be refined with additional catalog data.,Cherry Fashion Item designed for everyday wear with a modern fashion-forward look.,,Cherry,,,,,Cherry Fashion Item designed for everyday wear with a modern fashion-forward look.,Cherry Fashion Item,,
FD9801506P,FD9801506P-GINGER,Adult,Ginger,,FD9801506P-GINGER.jpg,Ginger Fashion Item,Women,"fashion item, ginger, general, fashion",Ginger Fashion Item | Fashion Collection,The ginger fashion item offers a clean silhouette and versatile styling for multiple occasions. This product is generated from image-based attributes and can be refined with additional catalog data.,/products/ginger-fashion-item,Ginger Fashion Item | Fashion Collection,Ginger Fashion Item designed for everyday wear with a modern fashion-forward look.,,,,,,Visible color: Ginger,Product type: Fashion Item,Fashion-forward silhouette,Suitable for styling across seasons,Image-based placeholder attributes (review before publishing),The ginger fashion item offers a clean silhouette and versatile styling for multiple occasions. This product is generated from image-based attributes and c,"fashion item, ginger, general, fashion",Ginger Fashion Item | Fashion Collection,The ginger fashion item offers a clean silhouette and versatile styling for multiple occasions. This product is generated from image-based attributes and can be refined with additional catalog data.,Ginger Fashion Item designed for everyday wear with a modern fashion-forward look.,The ginger fashion item offers a clean silhouette and versatile styling for multiple occasions. This product is generated from image-based attributes and can be refined with additional catalog data.,Ginger Fashion Item designed for everyday wear with a modern fashion-forward look.,,Ginger,,,,,Ginger Fashion Item designed for everyday wear with a modern fashion-forward look.,Ginger Fashion Item,,
